Share Count	Author	Date	Title
151	The Editorial Board	2016-01-19	Fueling Homophobia in Russia
6217	David Brooks	2016-01-19	Time for a Republican Conspiracy!
515	The Editorial Board	2016-01-19	Deregulating Corporate America
784	Charles Blow	2016-01-18	G.O.P. and the Apocalypse
148	The Editorial Board	2016-01-18	Shine a Light on Secret Real Estate Deals
3211	Paul Krugman	2016-01-18	Health Reform Realities
124	The Editorial Board	2016-01-18	Weighing the Risks of Home Births
2813	The Editorial Board	2016-01-18	A Safer World, Thanks to the Iran Deal 
1307	The Editorial Board	2016-01-17	Keep Guns Away From Abusers
107	The Editorial Board	2016-01-17	When Oil-Rich Countries Need More Cash
1752	The Editorial Board	2016-01-17	The Death Penalty Endgame
296	Maureen Dowd	2016-01-17	Reigning Cats and Dogs
165	Ross Douthat	2016-01-17	The Bill Clinton Question
10027	Nicholas Kristof	2016-01-17	Some Inconvenient Gun Facts for Liberals
1802	Frank Bruni	2016-01-17	Donald Trump’s Existential Pickle
14	The Editorial Board	2016-01-16	Spreading Corruption in Sports
366	Gail Collins	2016-01-16	Hillary and Bernie, Punching
100	The Editorial Board	2016-01-16	Putting an Environmental Price Tag on Coal
412	The Editorial Board	2016-01-16	States Should Raise the Gas Tax
82	The Editorial Board	2016-01-16	Gov. Cuomo’s Push on Justice Reform
176	Roger Cohen	2016-01-15	Fermi, Sinatra, DiMaggio — and Capone
39	The Editorial Board	2016-01-15	The City Takes a Hit in Mr. Cuomo’s Budget 
6259	The Editorial Board	2016-01-15	Michigan’s Failure to Protect Flint
107	The Editorial Board	2016-01-15	A Constitutional Standoff in Venezuela
7133	David Brooks	2016-01-15	When Beauty Strikes
3049	Paul Krugman	2016-01-15	Is Vast Inequality Necessary?
1656	Frank Bruni	2016-01-15	Trump and Cruz Set an Ugly, Nasty Tone
165	The Editorial Board	2016-01-14	Lessons From the Cologne Assaults
1053	Nicholas Kristof	2016-01-14	In Myanmar, a Wife’s Wrenching Decision
1840	Charles Blow	2016-01-14	The Other Obama Legacy
252	Gail Collins	2016-01-14	Politics: Everything’s Relative
598	Ross Douthat	2016-01-14	The Tempting of Bernie Sanders
79	The Editorial Board	2016-01-14	Gov. Christie Leaves Gun Controls Behind in New Jersey
926	The Editorial Board	2016-01-14	Iraq and the Kurds Are Going Broke
407	The Editorial Board	2016-01-14	Gov. Cuomo on the State of New York
1833	The Editorial Board	2016-01-13	Poland Deviates From Democracy
884	Thomas Friedman	2016-01-13	The Age of Protest
111	The Editorial Board	2016-01-13	A Smarter Way to Get Guns Off the Street
646	The Editorial Board	2016-01-13	President Obama’s Call to America’s Better Nature
337	The Editorial Board	2016-01-13	Florida’s Death Machine Loses Again
226	Roger Cohen	2016-01-12	The Limits of American Realism
234	The Editorial Board	2016-01-12	Agony and Starvation in the Syrian War
1564	The Editorial Board	2016-01-12	Despite Clear Dangers, DuPont Kept Using a Toxic Chemical
30298	David Brooks	2016-01-12	The Brutalism of Ted Cruz
78	The Editorial Board	2016-01-12	Extradite El Chapo Guzmán
4	The Editorial Board	2016-01-11	The Other Side of Billionaires
279	Charles Blow	2016-01-11	Focus on Illegal Guns
227	The Editorial Board	2016-01-11	Governors Get Smarter on Medicaid
5242	Paul Krugman	2016-01-11	The Obama Boom
213	The Editorial Board	2016-01-11	Rwanda’s Entrenched President
161	The Editorial Board	2016-01-11	Iran’s Other Scary Weapons Program
263	The Editorial Board	2016-01-10	America and Its Fellow Executioners
1751	The Editorial Board	2016-01-10	At the Supreme Court, a Big Threat to Unions
650	Maureen Dowd	2016-01-10	Leo, Hillary and Their Bears
161	The Editorial Board	2016-01-10	Drone Regulations Should Focus on Safety and Privacy
4118	Frank Bruni	2016-01-10	Obnoxiousness Is the New Charisma
12727	Ross Douthat	2016-01-10	Germany on the Brink
4923	Nicholas Kristof	2016-01-10	Myanmar’s Peace Prize Winner and Crimes Against Humanity
66	The Editorial Board	2016-01-09	Europe Must Do Better on Refugees
932	Gail Collins	2016-01-09	Wanted: Straight Shooters
56	The Editorial Board	2016-01-07	North Korea Flexes Its Nuclear Muscle
207	The Editorial Board	2016-01-07	Beggars Banquet in Congress
6682	Nicholas Kristof	2016-01-07	Guns, Tears and Republicans
495	Gail Collins	2016-01-07	Cornering the Anger Market
1186	Ross Douthat	2016-01-07	How Donald Trump Loses
1831	Charles Blow	2016-01-07	Gun Control and White Terror
2013	The Editorial Board	2016-01-07	Guns, Anger and Nonsense in Oregon
1872	Thomas Friedman	2016-01-06	Up With Extremism
1326	The Editorial Board	2016-01-06	Mr. Erdogan Crosses Yet Another Line
76	The Editorial Board	2016-01-06	If New York Really Wants to Help the Homeless
7096	The Editorial Board	2016-01-06	The Hear-Nothing Gun Crowd 
1089	Frank Bruni	2016-01-06	The Clintons’ Secret Language
1341	David Brooks	2016-01-05	The Age of Small Terror
223	The Editorial Board	2016-01-05	Angling for the Hopping Mad
4517	The Editorial Board	2016-01-05	The President Acts on Gun Violence
1187	The Editorial Board	2016-01-05	Saudi Arabia’s Barbaric Executions
829	The Editorial Board	2016-01-04	France’s Diminished Liberties
2637	The Editorial Board	2016-01-04	Mexico Stubbornly Resists Accountability
4757	Paul Krugman	2016-01-04	Elections Have Consequences
1330	The Editorial Board	2016-01-04	Connecticut’s Second-Chance Society
162	The Editorial Board	2016-01-03	The Pentagon’s Insubordination on Guantánamo
6369	The Editorial Board	2016-01-03	Social Security in an Election Year
703	Frank Bruni	2016-01-03	Marco Rubio Doesn’t Add Up
196	Ross Douthat	2016-01-03	Confessions of a Columnist
33	The Editorial Board	2016-01-02	Mr. Cuomo’s Challenges: The Short List
204	The Editorial Board	2016-01-02	India and Pakistan Try Again
220	The Editorial Board	2016-01-01	Global Trade After the Failure of the Doha Round
120	The Editorial Board	2016-01-01	Nassau County’s Bad Bet on Gambling
499	The Editorial Board	2016-01-01	Two Ways of Dealing With Guns
11588	Paul Krugman	2016-01-01	Privilege, Pathology and Power
2259	The Editorial Board	2015-12-31	The Counterfeit High School Diploma
234	The Editorial Board	2015-12-31	Mr. Obama’s Trickle of Mercy
437	Roger Cohen	2015-12-31	America’s Bountiful Churn
163	The Editorial Board	2015-12-30	Coming to Terms on Japan’s Wartime Sex Slaves
73	The Editorial Board	2015-12-30	Nearing Triumph Over Ebola
206	Frank Bruni	2015-12-30	The Juicy Subplots of 2016
8501	The Editorial Board	2015-12-30	Cleveland’s Terrible Stain
127	The Editorial Board	2015-12-29	New York’s ID Card Deserves Respect
16	The Editorial Board	2015-12-29	Keeping the Lights On During a Dark Time
238	The Editorial Board	2015-12-29	The Importance of Retaking Ramadi
1000	The Editorial Board	2015-12-28	New York City Policing, by the Numbers
3755	Paul Krugman	2015-12-28	Doubling Down on W
553	The Editorial Board	2015-12-28	New Tensions Over the Iran Nuclear Deal
769	The Editorial Board	2015-12-27	New Minimum Wages in the New Year
835	Ross Douthat	2015-12-27	Cracks in the Liberal Order
1392	The Editorial Board	2015-12-27	A Fearful Congress Sits Out the War Against ISIS
4989	The Editorial Board	2015-12-27	Don’t Abandon Puerto Rico
371	The Editorial Board	2015-12-26	Put Reforms Into State Prison Guards’ Contract
2675	The Editorial Board	2015-12-26	Political Dark Money Just Got Darker
146	The Editorial Board	2015-12-25	The Democrats’ Family Squabbles
7491	The Editorial Board	2015-12-25	Moments of Grace in a Grim Year
988	Paul Krugman	2015-12-25	Things to Celebrate, Like Dreams of Flying Cars
527	The Editorial Board	2015-12-25	Honduras Follows Guatemala’s Path to Fight Corruption
62	The Editorial Board	2015-12-24	China’s Tantrum on Taiwan Arms Deal
168	The Editorial Board	2015-12-24	Paid Parental Leave Comes to New York City
975	Gail Collins	2015-12-24	The Donald Trump Days of Christmas
3280	The Editorial Board	2015-12-24	The Republican Fear of Facts on Guns
190	The Editorial Board	2015-12-24	Readers Respond: The Top Social Justice Stories of 2015
217	The Editorial Board	2015-12-23	Finally, Urgency on New York’s Homeless
348	The Editorial Board	2015-12-23	Seismic Political Shock in Spain
3887	Frank Bruni	2015-12-23	Blood, Sweat and Trump
164	The Editorial Board	2015-12-23	Why Investors Are Right to Be Distrustful
3757	Roger Cohen	2015-12-22	Germany, Refugee Nation
56	The Editorial Board	2015-12-22	Congress Gets Out of the I.M.F.’s Way 
111	The Editorial Board	2015-12-22	A Step Forward for Juvenile Offenders
114	The Editorial Board	2015-12-22	The Security Council Wakes Up on Syria
175	David Brooks	2015-12-22	The 2015 Sidney Awards, Part 2
1459	The Editorial Board	2015-12-21	Anger at South Africa’s Leader
123	The Editorial Board	2015-12-21	From Farm to Table, via the Bronx
75	The Editorial Board	2015-12-21	Missteps in Europe’s Online Privacy Bill
8305	Paul Krugman	2015-12-21	The Donald and the Decider
580	The Editorial Board	2015-12-21	A New Cuban Exodus
860	Charles Blow	2015-12-21	The Year’s Biggest Social Justice Stories
1989	Nicholas Kristof	2015-12-20	For Many, Faith Comes at a High Price
903	Frank Bruni	2015-12-20	Being Smart About Your Child’s Brain
4272	The Editorial Board	2015-12-20	The Reproductive Rights Rollback of 2015
245	Ross Douthat	2015-12-20	The Fate of Obamacare
901	The Editorial Board	2015-12-20	No Justification for High Drug Prices
551	The Editorial Board	2015-12-19	Doubts About Saudi Arabia’s Antiterrorism Coalition
270	Gail Collins	2015-12-19	What’s the Matter With Iowa?
123	The Editorial Board	2015-12-19	New York’s Humane Retreat From Solitary Confinement
102	The Editorial Board	2015-12-19	The Fed’s Next Move
1232	Roger Cohen	2015-12-18	The Assassination in Israel That Worked
352	The Editorial Board	2015-12-18	Horror Stories From New York State Prisons
5319	Paul Krugman	2015-12-18	‘The Big Short,’ Housing Bubbles and Retold Lies
237	David Brooks	2015-12-18	The 2015 Sidney Awards
109	The Editorial Board	2015-12-18	A Pause to Weigh Risks of Gene Editing
83	The Editorial Board	2015-12-18	What Went Wrong With Navy SEALs
216	Charles Blow	2015-12-18	Freddie Gray and the Meaning of Justice
886	Frank Bruni	2015-12-17	The Invisible Democratic Debates
363	Charles Blow	2015-12-17	Republican Insecurity
39	The Editorial Board	2015-12-17	Toward a Stronger European Border
2020	Gail Collins	2015-12-17	Fear, Loathing and Republican Debaters
26	The Editorial Board	2015-12-17	A New Budget for a New Year
2861	The Editorial Board	2015-12-17	An Appalling Silence on Gun Control
262	Ross Douthat	2015-12-17	The G.O.P. at a Crossroads
31	The Editorial Board	2015-12-16	What France's Vote Means
169	The Editorial Board	2015-12-16	The Urgent Need for Peace in Yemen
1332	Thomas Friedman	2015-12-16	Paris Climate Accord Is a Big, Big Deal
625	Frank Bruni	2015-12-16	Cruz Blusters and Trump Sulks at Tense Republican Debate
11021	The Editorial Board	2015-12-16	Don’t Blame Mental Illness for Gun Violence
180	The Editorial Board	2015-12-16	A Bad Call on the Bergdahl Court-Martial
4252	Roger Cohen	2015-12-15	Trump’s Weimar America
604	The Editorial Board	2015-12-15	Saudi Arabia’s Execution Spree
837	David Brooks	2015-12-15	The Year of Unearthed Memories
931	The Editorial Board	2015-12-15	Silence on the Climate Pact From the Republican Candidates
310	The Editorial Board	2015-12-15	The Paris Climate Pact Will Need Strong Follow-Up
143	The Editorial Board	2015-12-15	Oil Exports and Renewable Energy
583	The Editorial Board	2015-12-14	Thailand's Fear of Free Speech
42	The Editorial Board	2015-12-14	A Potential Win-Win for the West Side
294	The Editorial Board	2015-12-14	Senator Rubio Makes Life Tough for Small Insurers
1525	The Editorial Board	2015-12-14	To Reduce Suicides, Keep the Guns Away
1165	Paul Krugman	2015-12-14	Hope From Paris
903	Charles Blow	2015-12-14	First Time at a Gun Show
2242	The Editorial Board	2015-12-13	Despair Over Gun Deaths Is Not an Option
962	The Editorial Board	2015-12-13	Haiti Deserves a Legitimate Election
1041	Ross Douthat	2015-12-13	The Islamic Dilemma
3601	Frank Bruni	2015-12-13	The Lie About College Diversity
74	The Editorial Board	2015-12-12	Joe Biden Lectures Ukraine
35	The Editorial Board	2015-12-12	Gov. Cuomo’s Burden on Ethics
1845	The Editorial Board	2015-12-12	Ted ‘Carpet-Bomb’ Cruz
6913	The Editorial Board	2015-12-12	Canada’s Warm Embrace of Refugees
1735	The Editorial Board	2015-12-11	Gunmakers’ War Profiteering on the Home Front
1145	David Brooks	2015-12-11	The Ted Cruz Establishment
4123	Paul Krugman	2015-12-11	Empowering the Ugliness
285	The Editorial Board	2015-12-11	The Tarnished Trump Brand
187	The Editorial Board	2015-12-11	The Court Takes Up One Person, One Vote
27	The Editorial Board	2015-12-10	Democracy in Burkina Faso
532	The Editorial Board	2015-12-10	Are the Best Things in Life Free?
543	Roger Cohen	2015-12-10	The Evil That Cannot Be Left Unanswered
222	Ross Douthat	2015-12-10	The Crisis of Republican Authority
1085	Charles Blow	2015-12-10	A Crass Act
8273	The Editorial Board	2015-12-10	The Trump Effect, and How It Spreads
97	The Editorial Board	2015-12-10	In Venezuela, a Triumph for the Opposition
2690	Gail Collins	2015-12-10	Republicans, Guns and Abortion
344	The Editorial Board	2015-12-10	Race and College Admissions at the Supreme Court
690	The Editorial Board	2015-12-09	An Opening for States to Restrict Guns
4202	Thomas Friedman	2015-12-09	#You Ain’t No American, Bro
1385	The Editorial Board	2015-12-09	No Reason to Exclude Transgender Medical Care
3532	Frank Bruni	2015-12-09	What to Tell Donald Trump
1891	The Editorial Board	2015-12-08	Bizarre Responses to a Plea for Reason
1811	David Brooks	2015-12-08	How ISIS Makes Radicals
253	The Editorial Board	2015-12-08	The Dirty Work of a Coal Baron Exposed
810	The Editorial Board	2015-12-08	In France, the Political Fruits of Fear
134	The Editorial Board	2015-12-07	Course Correction for School Testing
101	The Editorial Board	2015-12-07	Voter Fatigue in New York
953	Paul Krugman	2015-12-07	The Not-So-Bad Economy
445	The Editorial Board	2015-12-07	President Obama’s Tough, Calming Talk on Terrorism
83	The Editorial Board	2015-12-07	Cleaning Up After Volkswagen
350	The Editorial Board	2015-12-06	Women in Combat Jobs
1050	Ross Douthat	2015-12-06	Liberalism’s Gun Problem
13800	Nicholas Kristof	2015-12-06	Hysteria About Refugees, but Blindness on Guns
155	The Editorial Board	2015-12-06	The Unfair Treatment of Ebola Workers
222	The Editorial Board	2015-12-06	Don’t Change the Legal Rule on Intent
54	The Editorial Board	2015-12-05	France’s State of Emergency
1467	The Editorial Board	2015-12-05	A Gift From Congress, to Congress
4239	The Editorial Board	2015-12-05	Fear Ignorance, Not Muslims
2291	Gail Collins	2015-12-05	The Senate Goes Gaga on Guns
51928	The Editorial Board	2015-12-05	End the Gun Epidemic in America
158	The Editorial Board	2015-12-05	A Defense of Sugary Soda That Fizzled for Coke
592	Roger Cohen	2015-12-04	Terror From Europe's Future Street
16699	The Editorial Board	2015-12-04	Tough Talk and a Cowardly Vote on Terrorism
267	The Editorial Board	2015-12-04	The Latest Attack on Climate Science
83	The Editorial Board	2015-12-04	Russia’s Fury Over Montenegro and NATO 
1588	David Brooks	2015-12-04	No, Donald Trump Won’t Win
5171	Paul Krugman	2015-12-04	Republicans’ Climate Change Denial Denial
92	The Editorial Board	2015-12-03	What Narendra Modi Can Do in Paris
2795	Ross Douthat	2015-12-03	Is Donald Trump a Fascist?
189	The Editorial Board	2015-12-03	What It Will Take to Bankrupt ISIS 
858	Charles Blow	2015-12-03	Chicanery in Chicago
84	The Editorial Board	2015-12-03	A Better Safeguard Against Threats From Abroad
23900	Nicholas Kristof	2015-12-03	On Guns, We’re Not Even Trying
1512	The Editorial Board	2015-12-03	The Horror in San Bernardino
9667	Frank Bruni	2015-12-02	Anyone but Ted Cruz
422	The Editorial Board	2015-12-02	The G.O.P.’s Worst Budget Riders
51	The Editorial Board	2015-12-02	An Opening in the War Against AIDS
790	Thomas Friedman	2015-12-02	Putin’s Syrian Misadventure
4136	The Editorial Board	2015-12-02	The Chicago Police Scandal   
407	Roger Cohen	2015-12-01	Young Lives Interrupted
107	The Editorial Board	2015-12-01	Sheldon Silver’s Albany, Guilty on All Counts
6550	The Editorial Board	2015-12-01	Tell Consumers What They Are Eating
516	David Brooks	2015-12-01	The Green Tech Solution
6021	The Editorial Board	2015-12-01	The Children Left Behind After Mass Shootings
589	The Editorial Board	2015-11-30	Time to Bring Cuba Online
1176	The Editorial Board	2015-11-30	Women Behind Bars
3635	Charles Blow	2015-11-30	Laquan McDonald and the ‘System’
2008	Paul Krugman	2015-11-30	Inequality and the City
1827	The Editorial Board	2015-11-30	Packing Guns in the Day Care Center
479	Ross Douthat	2015-11-29	Spain Yesterday, Syria Today
28649	Nicholas Kristof	2015-11-29	Contaminating Our Bodies With Everyday Products
501	The Editorial Board	2015-11-29	What the Paris Climate Meeting Must Do 
519	Frank Bruni	2015-11-29	One Governor’s Extraordinary Year
